Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
3031086;Bourbonne-les-Bains;Bourbonne-les-Bains;Bourbonne,Bourbonne-les-Bains,Burbon le Ben,Burbonn-le-Ben,bu er bang lai ban,Бурбон ле Бен,Бурбонн-ле-Бен,布尔邦莱班;P;PPL;FR;France;;44;52;522;52060;2239;;273;Europe/Paris;2016-02-18;France;47.95305,5.74801
3031277;Bougival;Bougival;Bougivais,Bougival,Burgivallis,Buzhival,Buzhival',bujivuaru,Буживал,Буживаль,ブージヴァル;P;PPL;FR;France;;11;78;784;78092;8895;;87;Europe/Paris;2019-03-26;France;48.86223,2.14148
3031479;Bosc-le-Hard;Bosc-le-Hard;Bosc,Bosc-le-Hard,Bosk lAr,Bosk-le-Ard,Боск лАр,Боск-ле-Ард;P;PPL;FR;France;;28;76;763;76125;1445;;161;Europe/Paris;2019-03-26;France;49.62734,1.17483
3032430;Blamont;Blamont;Blamon,Blamont,bu la meng,Бламон,布拉蒙;P;PPL;FR;France;;27;25;252;25063;1121;;564;Europe/Paris;2016-02-18;France;47.38513,6.848
3033163;Bertrange;Bertrange;Bertrange;P;PPL;FR;France;;44;57;577;57067;2092;;167;Europe/Paris;2018-08-08;France;49.31368,6.19208
3033636;Belleville;Belleville;Bel'vil',Belleville,Belleville sobre Saona,Belleville-sur-Saone,Belleville-sur-Saône,Belvil,bylyfyl,Белвил,Бельвіль,بيليفيل;P;PPL;FR;France;;84;69;692;69019;6299;;178;Europe/Paris;2019-06-05;France;46.10867,4.7492
3033811;Belbeuf;Belbeuf;Belbeuf;P;PPL;FR;France;;28;76;763;76069;2077;;144;Europe/Paris;2016-02-18;France;49.38766,1.14245
3033953;Beauzelle;Beauzelle;Beauzelle;P;PPL;FR;France;;76;31;313;31056;6043;;143;Europe/Paris;2016-02-18;France;43.66713,1.37518
3034140;Beaumont-sur-Sarthe;Beaumont-sur-Sarthe;Beaumont,Beaumont-le-Vicomte,Beaumont-sur-Sarthe,Bomon sir Sart,Bomon-sjur-Sart,Бомон сир Сарт,Бомон-сюр-Сарт;P;PPL;FR;France;;52;72;722;72029;2080;;80;Europe/Paris;2020-12-10;France;48.22747,0.12923
3034451;Bazemont;Bazemont;Bazemon,Bazemont,Bazmon,Баземон,Базмон;P;PPL;FR;France;;11;78;783;78049;1610;;142;Europe/Paris;2019-03-26;France;48.92726,1.86651
3035181;Balzac;Balzac;Bal'zak,Balzac,Balzak,Балзак,Бальзак;P;PPL;FR;France;;75;16;161;16026;1284;;66;Europe/Paris;2019-10-09;France;45.70893,0.14599
3035226;Ballan-Miré;Ballan-Mire;Balan Mire,Ballan,Ballan-Mire,Ballan-Miré,ba lang mi lei,Балан Мире,Баллан-Міре,巴朗米雷;P;PPL;FR;France;;24;37;372;37018;7398;;92;Europe/Paris;2020-06-10;France;47.34057,0.61466
3035340;Bailly;Bailly;Bailly;P;PPL;FR;France;;11;78;784;78043;4300;;147;Europe/Paris;2019-03-26;France;48.84168,2.07673
3035548;Azay-le-Rideau;Azay-le-Rideau;Asiacus Ridelli,Azay,Azay-le-Rideau,Aze le Rido,Aze-le-Rido,Azeh-ljo-Rido,Castello di Azay-le-Rideau,Castillo de Azay-le-Rideau,Chateau d'Azay-le-Rideau,Château d'Azay-le-Rideau,Kasteel van Azay-le-Rideau,Schloss Azay-le-Rideau,Slottet i Azay-le-Rideau,a ze lai li duo,ajeleulido,aze=ru=rido cheng,Азе ле Ридо,Азе-ле-Ридо,Азэ-лё-Ридо,アゼ＝ル＝リドー城,阿泽莱里多,아제르리도;P;PPL;FR;France;;24;37;372;37014;3275;;86;Europe/Paris;2019-03-26;France;47.26405,0.47132
3035687;Avèze;Aveze;Aveze,Avèze;P;PPL;FR;France;;76;30;303;30026;1117;;255;Europe/Paris;2020-06-10;France;43.97165,3.6002
3035748;Aveizieux;Aveizieux;Aveizieux;P;PPL;FR;France;;84;42;421;42010;1292;;580;Europe/Paris;2019-06-05;France;45.565,4.37071
3036022;Auribeau-sur-Siagne;Auribeau-sur-Siagne;Auribeau,Auribeau-sur-Siagne,Auribeu,Auribeu de Sianha,Auribèu,Auribèu de Sianha,Oribo sir Sjan,Oribo-sjur-S'jan',awrybyw swrsyajn,oribo=shuru=shianyu,xi ya ni he pan ao li bo,Орибо сир Сјањ,Орибо-сюр-Сьянь,أوريبيو سورسياجن,オリボー＝シュル＝シアーニュ,西亚尼河畔奥里博;P;PPL;FR;France;;93;06;061;06007;2736;;84;Europe/Paris;2019-08-07;France;43.60063,6.90992
3036054;Aurec-sur-Loire;Aurec-sur-Loire;Aurec,Aurec de Leir,Aurec de Lèir,Aurec-sur-Loire,Orek na Loari,Orek-sjur-Luar,lu wa er he pan ao lei ke,Орек на Лоари,Орек-сюр-Луар,卢瓦尔河畔奥雷克;P;PPL;FR;France;;84;43;433;43012;5226;;450;Europe/Paris;2019-04-10;France;45.36908,4.20161
3036083;Aunay-sous-Auneau;Aunay-sous-Auneau;Aunay,Aunay-sous-Auneau;P;PPL;FR;France;;24;28;281;28013;1378;;135;Europe/Paris;2016-02-18;France;48.4414,1.81094
3036154;Aulnat;Aulnat;Aulnac,Aulnat,Ol'na,Olna,Олна,Ольна;P;PPL;FR;France;;84;63;632;63019;4662;;324;Europe/Paris;2019-04-10;France;45.79929,3.16743
3036270;Auchy-les-Mines;Auchy-les-Mines;Auchy,Auchy-les-Mines;P;PPL;FR;France;;32;62;622;62051;4534;;26;Europe/Paris;2016-02-18;France;50.51349,2.78283
3036471;Athée-sur-Cher;Athee-sur-Cher;Athee,Athee-sur-Cher,Athée,Athée-sur-Cher;P;PPL;FR;France;;24;37;373;37008;2114;;91;Europe/Paris;2019-03-26;France;47.32023,0.91659
3036556;Aspach;Aspach;Aspach;P;PPL;FR;France;;44;68;681;68010;1030;;297;Europe/Paris;2018-11-06;France;47.64234,7.23353
3037021;Argenton-les-Vallées;Argenton-les-Vallees;Argenton,Argenton-Chateau,Argenton-Château,Argenton-le-Peuple,Argenton-les-Vallees,Argenton-les-Vallées,Argentonium,Arzhanton-le-Valle,Аржантон-ле-Валле;P;PPL;FR;France;;75;79;791;79013;1076;;116;Europe/Paris;2019-09-05;France;46.9852,-0.44988
3037368;Apprieu;Apprieu;Apprieu;P;PPL;FR;France;;84;38;382;38013;2854;;484;Europe/Paris;2019-06-05;France;45.39591,5.49993
3037596;Angoulins;Angoulins;Angoulins-sur-Mer,Angulen,Ongula,ang gu lan,Ангулен,Онгула,Անգուլեն,昂古兰;P;PPL;FR;France;;75;17;173;17010;3682;;5;Europe/Paris;2016-02-18;France;46.10526,-1.10713
3037672;Anetz;Anetz;Ane,Anec,Anetz,Arned,a nei te,Ане,Анец,阿内特;P;PPL;FR;France;;52;44;445;44163;1468;;22;Europe/Paris;2019-03-26;France;47.38059,-1.10583
3037689;Andrézieux-Bouthéon;Andrezieux-Boutheon;Andrez'e-Buteon,Andrezieux,Andrezje-Buteon,Andrézieux,ang de lei qi e bu tai weng,Андрезьє-Бутеон,Андрезје-Бутеон,昂德雷齐厄布泰翁;P;PPL;FR;France;;84;42;423;42005;9452;;387;Europe/Paris;2019-03-26;France;45.52625,4.26021
3037701;Andouillé;Andouille;Andoliacum,Andouille,Andouillé,Andue,Anduje,ang du yi lai,Андує,Андује,昂杜伊莱;P;PPL;FR;France;;52;53;533;53005;2177;;84;Europe/Paris;2020-12-10;France;48.17686,-0.78434
3037721;Andeville;Andeville;Andevil',Andeville,Ondevij,ang de wei er,Андевиль,Андевіль,Ондевиј,昂德维尔;P;PPL;FR;France;;32;60;601;60012;3113;;158;Europe/Paris;2016-02-18;France;49.26078,2.16427
